board_code,board_name,board_type,category,subcategory,main_element,secondary_element,wood_score,fire_score,earth_score,metal_score,water_score,confidence,reason,paid_required,source,updated_at,need_review
BK0925,北交所概念,concept,概念板块,北交所概念,metal,water,0,0,0,60,40,100,核心是市场制度和规则边界，副属性是资金流动。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1175,玻璃基板,concept,概念板块,玻璃基板,wood,metal,60,0,0,40,0,100,核心是技术路线生长和性能升级，副属性是成型与标准边界。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1676,百日新高,concept,概念板块,百日新高,fire,wood,30,70,0,0,0,100,核心是业绩或交易热度显化，副属性是动能扩张。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1185,冰雪经济,concept,概念板块,冰雪经济,fire,earth,0,60,40,0,0,100,核心是体验释放和消费显化，副属性是服务承载。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1059,百元股,concept,概念板块,百元股,fire,earth,0,60,40,0,0,100,核心是品牌显化和市场认知，副属性是稳定消费承载。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK0860,边缘计算,concept,概念板块,边缘计算,fire,earth,0,65,35,0,0,100,核心是就近计算能量释放，副属性是终端与节点承载。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1657,病原体防治,concept,概念板块,病原体防治,wood,water,65,0,0,0,35,100,核心是生命修复、培育和健康生长，副属性是孕育、储藏和适应。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK0733,包装材料,concept,概念板块,包装材料,wood,metal,60,0,0,40,0,100,核心是技术路线生长和性能升级，副属性是成型与标准边界。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK0879,标准普尔,concept,概念板块,标准普尔,metal,water,0,0,0,60,40,100,核心是市场制度、规则和边界，副属性是资金流动。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK0812,贬值受益,concept,概念板块,贬值受益,water,metal,0,0,0,40,60,100,核心是汇率、贸易和资金流动，副属性是制度边界。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK0955,C2M概念,concept,概念板块,C2M概念,water,fire,0,40,0,0,60,100,核心是商品、订单和渠道流动，副属性是消费显化和传播。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK0986,CAR-T细胞疗法,concept,概念板块,CAR-T细胞疗法,wood,water,65,0,0,0,35,100,核心是生命修复、培育和健康生长，副属性是孕育、储藏和适应。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK0729,船舶制造,concept,概念板块,船舶制造,metal,fire,0,40,0,60,0,100,核心是规则化控制、成型和执行边界，副属性是驱动能量释放。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1087,超超临界发电,concept,概念板块,超超临界发电,fire,water,0,60,0,0,40,100,核心是能源释放、驱动和显化，副属性是储藏、调度或流动。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1137,存储芯片,concept,概念板块,存储芯片,water,metal,0,0,0,35,65,100,核心是信息储藏、回收和调用，副属性是芯片规则化成型。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1671,超跌股,concept,概念板块,超跌股,metal,water,0,0,0,65,35,100,核心是收缩、约束和风险边界，副属性是回收修复与适应。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK0679,超导概念,concept,概念板块,超导概念,wood,fire,65,35,0,0,0,100,核心是新技术路线生长和产业扩张，副属性是热度显化。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK0700,充电桩,concept,概念板块,充电桩,fire,water,0,60,0,0,40,100,核心是能源释放、驱动和显化，副属性是储藏、调度或流动。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK0604,参股保险,concept,概念板块,参股保险,metal,water,0,0,0,60,40,100,核心是金融规则、风险边界和定价控制，副属性是资金流动。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK0950,草甘膦,concept,概念板块,草甘膦,fire,earth,0,60,40,0,0,100,核心是转化、反应和释放，副属性是承接加工和稳定供给。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK0905,传感器,concept,概念板块,传感器,fire,metal,0,65,0,35,0,100,核心是信息处理、显示和能量显化，副属性是精密规则成型。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK0524,参股期货,concept,概念板块,参股期货,metal,water,0,0,0,60,40,100,核心是金融规则、风险边界和定价控制，副属性是资金流动。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK0514,参股券商,concept,概念板块,参股券商,metal,water,0,0,0,60,40,100,核心是金融规则、风险边界和定价控制，副属性是资金流动。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK0600,参股新三板,concept,概念板块,参股新三板,metal,water,0,0,0,60,40,100,核心是市场制度和规则边界，副属性是资金流动。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK0525,参股银行,concept,概念板块,参股银行,earth,metal,0,0,70,30,0,100,核心是资金承载、信用稳定和风险承接，副属性是制度规则边界。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1126,ChatGPT概念,concept,概念板块,ChatGPT概念,wood,fire,70,30,0,0,0,100,核心是模型能力迭代和生态扩展，副属性是应用热度释放。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK0703,超级电容,concept,概念板块,超级电容,fire,water,0,60,0,0,40,100,核心是能源释放、驱动和显化，副属性是储藏、调度或流动。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK0811,超级品牌,concept,概念板块,超级品牌,fire,earth,0,60,40,0,0,100,核心是品牌显化和市场认知，副属性是稳定消费承载。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK0594,长江三角,concept,概念板块,长江三角,earth,wood,40,0,60,0,0,100,核心是区域平台承载，副属性是城市群生长扩展。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK0920,车联网(车路云),concept,概念板块,车联网(车路云),fire,water,0,60,0,0,40,100,核心是信号释放、连接和显化，副属性是数据流动。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK0989,储能概念,concept,概念板块,储能概念,water,fire,0,35,0,0,65,100,核心是能量储藏、回收和调节，副属性是能量释放。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK0671,彩票概念,concept,概念板块,彩票概念,fire,water,0,70,0,0,30,100,核心是表达、传播和注意力显化，副属性是内容流动。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1128,CPO概念,concept,概念板块,CPO概念,fire,water,0,65,0,0,35,100,核心是光信号释放和高速传输，副属性是数据流动。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1635,长期破净,concept,概念板块,长期破净,metal,water,0,0,0,65,35,100,核心是收缩、约束和风险边界，副属性是回收修复与适应。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK0859,超清视频,concept,概念板块,超清视频,fire,water,0,70,0,0,30,100,核心是表达、传播和注意力显化，副属性是内容流动。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK0899,CRO,concept,概念板块,CRO,wood,water,65,0,0,0,35,100,核心是生命修复、培育和健康生长，副属性是孕育、储藏和适应。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1176,财税数字化,concept,概念板块,财税数字化,metal,water,0,0,0,65,35,100,核心是规则治理、税务边界和流程控制，副属性是数据流动。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1003,抽水蓄能,concept,概念板块,抽水蓄能,water,fire,0,35,0,0,65,100,核心是能量储藏、回收和调节，副属性是能量释放。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK0936,长寿药,concept,概念板块,长寿药,wood,water,65,0,0,0,35,100,核心是生命修复、培育和健康生长，副属性是孕育、储藏和适应。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK0506,创投,concept,概念板块,创投,metal,water,0,0,0,60,40,100,核心是金融规则、风险边界和定价控制，副属性是资金流动。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK0993,宠物经济,concept,概念板块,宠物经济,fire,earth,0,60,40,0,0,100,核心是体验释放和消费显化，副属性是服务承载。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK0975,磁悬浮概念,concept,概念板块,磁悬浮概念,wood,fire,60,40,0,0,0,100,核心是交通技术升级和场景扩展，副属性是功能显化。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK0501,次新股,concept,概念板块,次新股,wood,fire,65,35,0,0,0,100,核心是新上市后的成长预期，副属性是市场热度释放。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1106,创新药,concept,概念板块,创新药,wood,water,65,0,0,0,35,100,核心是生命修复、培育和健康生长，副属性是孕育、储藏和适应。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1658,创新医疗服务,concept,概念板块,创新医疗服务,earth,water,0,0,60,0,40,100,核心是服务承接、调和和稳定供给，副属性是需求流动。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK0742,创业板综,concept,概念板块,创业板综,metal,water,0,0,0,60,40,100,核心是市场制度、规则和边界，副属性是资金流动。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK0638,创业成份,concept,概念板块,创业成份,metal,water,0,0,0,60,40,100,核心是市场制度、规则和边界，副属性是资金流动。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK0534,成渝特区,concept,概念板块,成渝特区,earth,wood,40,0,60,0,0,100,核心是区域平台承载，副属性是城市群生长扩展。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1063,重组蛋白,concept,概念板块,重组蛋白,earth,metal,0,0,65,35,0,100,核心是资产承接、重组转化和平台稳定，副属性是规则确权。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK0838,东北振兴,concept,概念板块,东北振兴,earth,wood,40,0,60,0,0,100,核心是区域或资产平台承载，副属性是改革生长扩展。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1648,电池技术,concept,概念板块,电池技术,fire,water,0,60,0,0,40,100,核心是能源释放、驱动和显化，副属性是储藏、调度或流动。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1188,DeepSeek概念,concept,概念板块,DeepSeek概念,wood,fire,70,30,0,0,0,100,核心是模型能力迭代和生态扩展，副属性是应用热度释放。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1637,东方财富热股,concept,概念板块,东方财富热股,fire,wood,30,70,0,0,0,100,核心是业绩或交易热度显化，副属性是动能扩张。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK0814,大飞机,concept,概念板块,大飞机,metal,fire,0,35,0,65,0,100,核心是安全边界、规则控制和高端系统成型，副属性是爆发释放。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK0916,氮化镓,concept,概念板块,氮化镓,fire,metal,0,65,0,35,0,100,核心是信息处理、显示和能量显化，副属性是精密规则成型。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1053,低价股,concept,概念板块,低价股,metal,water,0,0,0,65,35,100,核心是收缩、约束和风险边界，副属性是回收修复与适应。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1151,短剧互动游戏,concept,概念板块,短剧互动游戏,fire,water,0,70,0,0,30,100,核心是内容表达、传播和注意力显化，副属性是信息流动。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK0835,独角兽,concept,概念板块,独角兽,wood,fire,65,35,0,0,0,100,核心是新技术路线生长和产业扩张，副属性是热度显化。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK0676,独家药品,concept,概念板块,独家药品,wood,earth,60,0,40,0,0,100,核心是生命供给、修复或健康培育，副属性是稳定消费承载。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK0870,单抗概念,concept,概念板块,单抗概念,wood,water,65,0,0,0,35,100,核心是生命修复、培育和健康生长，副属性是孕育、储藏和适应。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1166,低空经济,concept,概念板块,低空经济,wood,fire,65,35,0,0,0,100,核心是新场景、新业态的生长扩张，副属性是出行与应用显化。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1052,动力电池回收,concept,概念板块,动力电池回收,water,metal,0,0,0,35,65,100,核心是回收、循环和资源再流动，副属性是规则化处理。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1153,多模态AI,concept,概念板块,多模态AI,wood,fire,70,30,0,0,0,100,核心是智能能力迭代、生长和场景扩展，副属性是应用显化。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1665,大盘成长,concept,概念板块,大盘成长,wood,fire,70,30,0,0,0,100,核心是扩张生长和预期上行，副属性是市场热度显化。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK0951,刀片电池,concept,概念板块,刀片电池,fire,water,0,60,0,0,40,100,核心是能源释放、驱动和显化，副属性是储藏、调度或流动。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1663,大盘股,concept,概念板块,大盘股,earth,metal,0,0,60,40,0,100,核心是稳定承载和估值锚定，副属性是规则边界和确定性。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1666,大盘价值,concept,概念板块,大盘价值,earth,metal,0,0,60,40,0,100,核心是稳定承载和估值锚定，副属性是规则边界和确定性。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1054,DRG/DIP,concept,概念板块,DRG/DIP,metal,earth,0,0,30,70,0,100,核心是支付规则、控费边界和制度约束，副属性是医疗系统承载。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK0622,地热能,concept,概念板块,地热能,fire,water,0,60,0,0,40,100,核心是能源释放、驱动和显化，副属性是储藏、调度或流动。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK0952,第三代半导体,concept,概念板块,第三代半导体,fire,metal,0,65,0,35,0,100,核心是信息处理和算力显化，副属性是精密规则与制程边界。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1121,第四代半导体,concept,概念板块,第四代半导体,fire,metal,0,65,0,35,0,100,核心是信息处理和算力显化，副属性是精密规则与制程边界。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK0665,电商概念,concept,概念板块,电商概念,water,fire,0,40,0,0,60,100,核心是商品、订单和渠道流动，副属性是消费显化和传播。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK0634,大数据,concept,概念板块,大数据,water,metal,0,0,0,40,60,100,核心是信息、资金或身份的流动适配，副属性是规则确权。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1064,东数西算,concept,概念板块,东数西算,earth,fire,0,35,65,0,0,100,核心是算力与网络资源承载，副属性是计算能量释放。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK0938,代糖概念,concept,概念板块,代糖概念,wood,earth,60,0,40,0,0,100,核心是生命供给、生长和消费培育，副属性是滋养承载。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK0924,地摊经济,concept,概念板块,地摊经济,water,fire,0,40,0,0,60,100,核心是商品、订单和渠道流动，副属性是消费显化和传播。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK0979,低碳冶金,concept,概念板块,低碳冶金,earth,water,0,0,65,0,35,100,核心是承接修复和系统调和，副属性是回收、流动和净化。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1647,电网概念,concept,概念板块,电网概念,fire,water,0,60,0,0,40,100,核心是能源释放、驱动和显化，副属性是储藏、调度或流动。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1058,地下管网,concept,概念板块,地下管网,earth,metal,0,0,65,35,0,100,核心是基础设施承载和建设转化，副属性是结构成型与规则管控。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK0923,抖音概念(字节概念),concept,概念板块,抖音概念(字节概念),water,fire,0,40,0,0,60,100,核心是平台流量、数据和交易流动，副属性是传播显化。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK0982,电子车牌,concept,概念板块,电子车牌,water,metal,0,0,0,40,60,100,核心是信息、资金或身份的流动适配，副属性是规则确权。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1125,电子后视镜,concept,概念板块,电子后视镜,wood,fire,60,40,0,0,0,100,核心是交通技术升级和场景扩展，副属性是功能显化。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK0853,电子竞技,concept,概念板块,电子竞技,fire,water,0,70,0,0,30,100,核心是内容表达、传播和注意力显化，副属性是信息流动。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1075,电子身份证,concept,概念板块,电子身份证,metal,water,0,0,0,70,30,100,核心是安全边界、规则和控制，副属性是信息流动。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK0865,电子烟,concept,概念板块,电子烟,fire,metal,0,60,0,40,0,100,核心是消费场景释放，副属性是监管规则边界。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1057,电子纸概念,concept,概念板块,电子纸概念,earth,fire,0,45,55,0,0,100,核心是内容和商品承载，副属性是表达显化。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK0946,EDA概念,concept,概念板块,EDA概念,wood,metal,60,0,0,40,0,100,核心是系统迭代和生态扩展，副属性是规则架构。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1049,EDR概念,concept,概念板块,EDR概念,metal,fire,0,35,0,65,0,100,核心是规则化控制、记录和执行边界，副属性是电子信息显化。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1133,ERP概念,concept,概念板块,ERP概念,wood,metal,60,0,0,40,0,100,核心是系统迭代和生态扩展，副属性是规则架构。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK0875,ETC,concept,概念板块,ETC,water,earth,0,0,35,0,65,100,核心是人流、物流和要素流动，副属性是基础设施承载。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1088,F5G概念,concept,概念板块,F5G概念,fire,water,0,60,0,0,40,100,核心是信号释放、连接和显化，副属性是数据流动。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1095,钒电池,concept,概念板块,钒电池,fire,water,0,60,0,0,40,100,核心是能源释放、驱动和显化，副属性是储藏、调度或流动。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1014,发电机概念,concept,概念板块,发电机概念,fire,water,0,60,0,0,40,100,核心是能源释放、驱动和显化，副属性是储藏、调度或流动。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK0690,氟化工概念,concept,概念板块,氟化工概念,fire,earth,0,60,40,0,0,100,核心是转化、反应和释放，副属性是承接加工和稳定供给。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1113,复合集流体,concept,概念板块,复合集流体,wood,metal,60,0,0,40,0,100,核心是技术路线生长和性能升级，副属性是成型与标准边界。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK0595,风能,concept,概念板块,风能,fire,water,0,60,0,0,40,100,核心是能源释放、驱动和显化，副属性是储藏、调度或流动。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1197,反内卷概念,concept,概念板块,反内卷概念,metal,earth,0,0,35,65,0,100,核心是规则约束和边界重建，副属性是行业稳定承接。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK0867,富时罗素,concept,概念板块,富时罗素,metal,water,0,0,0,60,40,100,核心是市场制度、规则和边界，副属性是资金流动。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1179,房屋检测,concept,概念板块,房屋检测,earth,metal,0,0,65,35,0,100,核心是空间承载、稳定和建设转化，副属性是结构成型。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1157,飞行汽车(eVTOL),concept,概念板块,飞行汽车(eVTOL),wood,fire,65,35,0,0,0,100,核心是新出行形态的生长扩展，副属性是终端应用显化。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1716,反转股,concept,概念板块,反转股,water,wood,40,0,0,0,60,100,核心是从低位回收、顺势修复，副属性是重新生长。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK0939,辅助生殖,concept,概念板块,辅助生殖,wood,water,65,0,0,0,35,100,核心是生命修复、培育和健康生长，副属性是孕育、储藏和适应。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK0425,工程建设,concept,概念板块,工程建设,earth,metal,0,0,65,35,0,100,核心是基础设施承载和建设转化，副属性是结构成型与规则管控。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK0991,工程机械概念,concept,概念板块,工程机械概念,metal,fire,0,40,0,60,0,100,核心是规则化控制、成型和执行边界，副属性是驱动能量释放。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK0696,国产软件,concept,概念板块,国产软件,wood,metal,60,0,0,40,0,100,核心是系统迭代和生态扩展，副属性是规则架构。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK0891,国产芯片,concept,概念板块,国产芯片,fire,metal,0,65,0,35,0,100,核心是信息处理和算力显化，副属性是精密规则成型。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1152,高带宽内存,concept,概念板块,高带宽内存,fire,earth,0,70,30,0,0,100,核心是计算能量释放，副属性是基础设施承载。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK0868,GDR,concept,概念板块,GDR,metal,water,0,0,0,60,40,100,核心是市场制度、规则和边界，副属性是资金流动。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK0588,光伏概念,concept,概念板块,光伏概念,fire,water,0,60,0,0,40,100,核心是能源释放、驱动和显化，副属性是储藏、调度或流动。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK0884,光刻机(胶),concept,概念板块,光刻机(胶),fire,metal,0,65,0,35,0,100,核心是信息处理、显示和能量显化，副属性是精密规则成型。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1660,光纤概念,concept,概念板块,光纤概念,fire,water,0,60,0,0,40,100,核心是信号释放、连接和显化，副属性是数据流动。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK0567,股权激励,concept,概念板块,股权激励,earth,metal,0,0,65,35,0,100,核心是资产承接、重组转化和平台稳定，副属性是规则确权。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK0803,股权转让,concept,概念板块,股权转让,earth,metal,0,0,65,35,0,100,核心是资产承接、重组转化和平台稳定，副属性是规则确权。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK0944,肝素概念,concept,概念板块,肝素概念,wood,water,65,0,0,0,35,100,核心是生命修复、培育和健康生长，副属性是孕育、储藏和适应。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK0968,固态电池,concept,概念板块,固态电池,fire,water,0,60,0,0,40,100,核心是能源释放、驱动和显化，副属性是储藏、调度或流动。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1094,钙钛矿电池,concept,概念板块,钙钛矿电池,fire,water,0,60,0,0,40,100,核心是能源释放、驱动和显化，副属性是储藏、调度或流动。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1136,光通信模块,concept,概念板块,光通信模块,fire,water,0,65,0,0,35,100,核心是光信号释放和高速传输，副属性是数据流动。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK0807,共享经济,concept,概念板块,共享经济,water,fire,0,40,0,0,60,100,核心是商品、订单和渠道流动，副属性是消费显化和传播。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1109,供销社概念,concept,概念板块,供销社概念,water,fire,0,40,0,0,60,100,核心是商品、订单和渠道流动，副属性是消费显化和传播。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
